0.761999845505
         436836 function calls (433877 primitive calls) in 1.695 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 mathtext.py:1563(Vlist)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:562(randint_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2275(invgauss_gen)
        1    0.000    0.000    0.000    0.000 geo.py:329(HammerTransform)
        1    0.000    0.000    0.000    0.000 nonlin.py:481(Jacobian)
        1    0.000    0.000    0.000    0.000 _multivariate.py:697(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1037(TransformedBbox)
        1    0.000    0.000    0.000    0.000 pyparsing.py:165(ParseBaseException)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:836(BufferType)
        1    0.000    0.000    0.000    0.000 gexf.py:549(GEXFReader)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1271(frechet_r_gen)
        1    0.000    0.000    0.000    0.000 core.py:5838(__new__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2037(halfcauchy_gen)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 legend_handler.py:38(HandlerBase)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2669(loglaplace_gen)
        2    0.000    0.000    0.000    0.000 __init__.py:264(set_level)
        1    0.000    0.000    0.000    0.000 ConfigParser.py:686(SafeConfigParser)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3518(rayleigh_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3928(vonmises_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2464(levy_gen)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:25(ImagePalette)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3148(pareto_gen)
        3    0.000    0.000    0.000    0.000 PyrexTypes.py:1423(sign_and_name)
        1    0.000    0.000    0.000    0.000 extras.py:1546(__init__)
        1    0.000    0.000    0.000    0.000 StringIOTree.py:3(StringIOTree)
        1    0.000    0.000    0.000    0.000 mathtext.py:1211(Node)
        1    0.000    0.000    0.000    0.000 core.py:2404(_arraymethod)
        1    0.000    0.000    0.000    0.000 collections.py:782(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 Shadow.py:187(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:101(__init__)
        1    0.000    0.000    0.000    0.000 rrule.py:50(weekday)
        1    0.000    0.000    0.000    0.000 mathtext.py:391(Fonts)
        1    0.000    0.000    0.000    0.000 __init__.py:27(get_projection_names)
        1    0.000    0.000    0.000    0.000 text.py:1432(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2336(BboxTransform)
        4    0.000    0.000    0.000    0.000 Regexps.py:156(check_re)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2915(ncx2_gen)
        1    0.000    0.000    0.000    0.000 mathtext.py:1886(Ship)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2159(hypsecant_gen)
        1    0.000    0.000    0.000    0.000 offsetbox.py:863(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1874(genhalflogistic_gen)
        1    0.000    0.000    0.000    0.000 weakref.py:243(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:530(Scheduler)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2879(nakagami_gen)
        1    0.000    0.000    0.000    0.000 mathtext.py:158(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 calendar.py:376(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 encoder.py:70(JSONEncoder)
        1    0.000    0.000    0.000    0.000 log.py:14(Log)
        1    0.000    0.000    0.000    0.000 scale.py:237(LogScale)
        1    0.000    0.000    0.000    0.000 cbook.py:950(mkdirs)
        1    0.000    0.000    0.000    0.000 units.py:71(ConversionInterface)
        1    0.000    0.000    0.000    0.000 _multivariate.py:268(multivariate_normal_gen)
        1    0.000    0.000    0.000    0.000 threading.py:124(_RLock)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1455(XMLParser)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1510(genextreme_gen)
        1    0.000    0.000    0.000    0.000 widgets.py:543(RadioButtons)
        1    0.000    0.000    0.000    0.000 patches.py:2908(_Base)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3898(uniform_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3702(triang_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4001(wrapcauchy_gen)
        1    0.000    0.000    0.000    0.000 boundary.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3601(rice_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2954(ncf_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3851(tukeylambda_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3065(nct_gen)
        1    0.000    0.000    0.000    0.000 transforms.py:2040(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 figure.py:150(SubplotParams)
        1    0.000    0.000    0.000    0.000 tz.py:31(tzutc)
        1    0.000    0.000    0.000    0.000 ConfigParser.py:204(ParsingError)
        1    0.000    0.000    0.000    0.000 cbook.py:814(Sorter)
        1    0.000    0.000    0.000    0.000 colors.py:661(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 Symtab.py:2105(CppClassScope)
        1    0.000    0.000    0.000    0.000 arrayprint.py:688(LongComplexFormat)
        2    0.000    0.000    0.000    0.000 legend_handler.py:204(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:6(ProjectionRegistry)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2503(levy_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:917(expon_gen)
        1    0.000    0.000    0.000    0.000 legend.py:37(DraggableLegend)
        1    0.000    0.000    0.000    0.000 _multivariate.py:485(multivariate_normal_frozen)
        1    0.000    0.000    0.000    0.000 transforms.py:2379(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:191(tzfile)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2426(<genexpr>)
        1    0.000    0.000    0.000    0.000 {imp.get_suffixes}
        1    0.000    0.000    0.000    0.000 quadpack.py:700(_RangeFunc)
        1    0.000    0.000    0.000    0.000 patches.py:1737(_Base)
        3    0.000    0.000    0.000    0.000 core.py:747(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1172(get_backend)
        1    0.000    0.000    0.000    0.000 __init__.py:1064(rc_context)
        1    0.000    0.000    0.000    0.000 case.py:1018(FunctionTestCase)
        2    0.000    0.000    0.000    0.000 rcsetup.py:51(__call__)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:36(BasinHoppingRunner)
        2    0.000    0.000    0.000    0.000 pyparsing.py:365(__iter__)
        1    0.000    0.000    0.000    0.000 polar.py:179(RadialLocator)
        1    0.000    0.000    0.000    0.000 DebugFlags.py:3(<module>)
        1    0.000    0.000    0.000    0.000 graphml.py:383(GraphMLReader)
        1    0.000    0.000    0.000    0.000 transforms.py:2442(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 extras.py:1530(mr_class)
        1    0.000    0.000    0.000    0.000 backend_bases.py:67(ShowBase)
        1    0.000    0.000    0.000    0.000 getlimits.py:24(finfo)
        1    0.000    0.000    0.000    0.000 sputils.py:234(IndexMixin)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:14(TriInterpolator)
        1    0.000    0.000    0.000    0.000 rcsetup.py:142(validate_backend)
        2    0.000    0.000    0.000    0.000 decorators.py:57(setastest)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:85(bernoulli_gen)
        1    0.000    0.000    0.000    0.000 subprocess.py:402(CalledProcessError)
        1    0.000    0.000    0.000    0.000 widgets.py:1492(LassoSelector)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3967(wald_gen)
        1    0.000    0.000    0.000    0.000 mathtext.py:1284(Char)
        1    0.000    0.000    0.000    0.000 _datasource.py:504(Repository)
        1    0.000    0.000    0.000    0.000 core.py:5999(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:257(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1357(genlogistic_gen)
        1    0.000    0.000    0.000    0.000 tz.py:475(tzrange)
        1    0.000    0.000    0.000    0.000 cbook.py:1462(MemoryMonitor)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2230(setResultsName)
        1    0.000    0.000    0.000    0.000 _ode.py:616(IntegratorBase)
        1    0.000    0.000    0.000    0.000 _ode.py:878(zvode)
        1    0.000    0.000    0.000    0.000 warnings.py:355(__exit__)
        1    0.000    0.000    0.000    0.000 dates.py:919(YearLocator)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2524(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 relativedelta.py:15(weekday)
        1    0.000    0.000    0.000    0.000 geo.py:564(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 patches.py:1171(CirclePolygon)
        1    0.000    0.000    0.000    0.000 function_base.py:1529(vectorize)
        1    0.000    0.000    0.000    0.000 text.py:1391(OffsetFrom)
        1    0.000    0.000    0.000    0.000 legend_handler.py:264(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 core.py:2473(MaskedIterator)
        1    0.000    0.000    0.000    0.000 rcsetup.py:338(validate_ps_distiller)
        1    0.000    0.000    0.000    0.000 tz.py:54(tzoffset)
        1    0.000    0.000    0.000    0.000 socket.py:167(_closedsocket)
        1    0.000    0.000    0.000    0.000 ticker.py:860(Locator)
        1    0.000    0.000    0.000    0.000 streamplot.py:291(StreamMask)
        1    0.000    0.000    0.000    0.000 _datasource.py:50(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:663(cauchy_gen)
        1    0.000    0.000    0.000    0.000 core.py:6011(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1005(exponpow_gen)
        1    0.000    0.000    0.000    0.000 geo.py:470(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 _multivariate.py:853(dirichlet_frozen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:133(nbinom_gen)
        1    0.000    0.000    0.000    0.000 cygwinccompiler.py:82(CygwinCCompiler)
        3    0.000    0.000    0.000    0.000 tempfile.py:45(_set_cloexec)
        1    0.000    0.000    0.000    0.000 index_tricks.py:87(nd_grid)
        1    0.000    0.000    0.000    0.000 offsetbox.py:428(PaddedBox)
        3    0.000    0.000    0.000    0.000 PyrexTypes.py:1342(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3672(semicircular_gen)
        1    0.000    0.000    0.000    0.000 geo.py:409(MollweideTransform)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3452(powernorm_gen)
        1    0.000    0.000    0.000    0.000 ticker.py:1378(LogLocator)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:19(binom_gen)
        1    0.000    0.000    0.000    0.000 cbook.py:1581(Grouper)
        1    0.000    0.000    0.000    0.000 nonlin.py:664(GenericBroyden)
        1    0.000    0.000    0.000    0.000 interpolate.py:40(LinearInterpolator)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1432(DraggableBase)
        1    0.000    0.000    0.000    0.000 cbook.py:1956(_InstanceMethodPickler)
        1    0.000    0.000    0.000    0.000 difflib.py:766(Differ)
        1    0.000    0.000    0.000    0.000 _version.py:136(__lt__)
        1    0.000    0.000    0.000    0.000 mbcs.py:20(decode)
        1    0.000    0.000    0.000    0.000 geo.py:298(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1313(frechet_l_gen)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:1282(CConstType)
        1    0.000    0.000    0.000    0.000 transforms.py:2507(TransformedPath)
        1    0.000    0.000    0.000    0.000 widgets.py:411(CheckButtons)
        1    0.000    0.000    0.000    0.000 optimize.py:1672(Brent)
        1    0.000    0.000    0.000    0.000 mathtext.py:1391(List)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 widgets.py:67(AxesWidget)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1049(fatiguelife_gen)
        4    0.000    0.000    0.000    0.000 __init__.py:429(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:823(dgamma_gen)
        1    0.000    0.000    0.000    0.000 orthogonal.py:112(orthopoly1d)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1218(foldnorm_gen)
        1    0.000    0.000    0.000    0.000 image.py:526(AxesImage)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:498(betaprime_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3639(recipinvgauss_gen)
        1    0.000    0.000    0.000    0.000 DFA.py:93(StateMap)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 pyximport.py:403(PyxLoader)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:259(arcsine_gen)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:24(Kernel)
        1    0.000    0.000    0.000    0.000 patches.py:754(PathPatch)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2629(loggamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2117(halfnorm_gen)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:404(poisson_gen)
        1    0.000    0.000    0.000    0.000 Shadow.py:406(CythonDotParallel)
        1    0.000    0.000    0.000    0.000 index_tricks.py:470(__init__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:206(tell)
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:185(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 trifinder.py:24(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 __init__.py:332(CDLL)
        1    0.000    0.000    0.000    0.000 ascii.py:13(Codec)
        1    0.000    0.000    0.000    0.000 csv.py:123(DictWriter)
        1    0.000    0.000    0.000    0.000 formlayout.py:213(FontLayout)
        1    0.000    0.000    0.000    0.000 nonlin.py:418(TerminationCondition)
        1    0.000    0.000    0.000    0.000 msvccompiler.py:107(MacroExpander)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:14(Storage)
        1    0.000    0.000    0.000    0.000 _decorator2.py:54(getfullargspec)
